id,target
2450,2
2461,3
2469,-5
2472,-9
2473,-2
2474,-1
2477,-7
2481,5
2484,-9
2495,-2
2503,-7
2509,8
2511,12
2518,12
2522,9
2525,12
2526,8
2529,-7
2533,1
2549,-10
2551,-8
2558,0
2562,6
2563,0
2567,-2
2574,-3
2577,7
2578,-2
2580,-2
2581,-5
2583,5
2584,-14
2586,4
2589,2
2595,-6
2596,-3
2600,2
2601,-8
2607,4
2610,-1
2613,-9
2615,-5
2618,7
2620,-2
2623,6
2626,1
2630,-1
2634,4
2636,9
2638,-3
2639,7
2646,-3
2650,10
2652,-1
2653,-10
2654,-4
2662,-10
2665,-9
2669,-7
2674,-4
2678,-7
2681,-8
2685,-10
2686,-1
2690,-7
2697,3
2699,-4
2704,-9
2705,-5
2710,-7
2712,-6
2713,-9
2716,-9
2717,-4
2718,1
2721,-7
2722,-5
2735,-1
2737,-10
2738,-7
2742,-1
2745,-9
2746,-8
2747,-6
2750,-2
2751,-6
2754,2
2762,3
2764,-6
2772,-10
2775,-13
2776,-9
2779,2
2781,-12
2789,-8
2790,5
2791,-2
2798,-1
2800,1
2804,4
2805,0
2806,0
2809,-3
2810,3
2812,-3
2814,10
2816,-1
2818,-9
2823,-10
2824,8
2834,5
2837,-2
2840,4
2845,11
2847,11
2848,1
2850,7
2859,-3
2862,0
2868,1
2874,0
2876,-4
2892,1
2894,6
2897,3
2901,-3
2903,-2
2904,-4
2906,-9
2914,-8
2918,-7
2919,-6
2923,-4
2926,-5
2928,0
2930,-7
2938,-9
2940,-1
2949,-5
2951,-9
2958,-7
2961,-10
2962,-2
2964,-9
2966,-7
2967,-11
2968,-1
2972,-12
2977,-8
2978,-2
2979,-9
2981,-10
2985,-2
2986,0
2989,1
2994,-13
2996,1
2997,-10
2999,-5
3002,2
3007,4
3008,-11
3017,-4
3020,-7
3024,-1
3028,-1
3031,0
3032,-6
3033,-3
3035,0
3040,0
3041,-6
3046,-7
3050,2
3063,1
3065,0
3067,-4
3069,2
3076,0
3078,1
3081,0
3087,-2
3088,0
3094,-4
3096,3
3098,4
3103,8
3110,15
3113,13
3121,11
3127,10
3128,8
3129,15
3135,13
3143,3
3146,14
3148,10
3149,7
3151,13
3156,-7
3160,-13
3164,0
3169,-5
3178,-2
3187,-6
3194,-7
3202,0
3203,-2
3204,-5
3206,3
3207,-2
3208,-5
3209,4
3213,-1
3214,-2
3215,-3
3220,0
3223,-7
3224,-1
3226,-4
3228,-9
3230,-2
3232,-4
3233,0
3234,-6
3238,-7
3246,-8
3247,7
3250,1
3251,-9
3254,-3
3257,7
3258,0
3261,-2
3267,-1
3268,-5
3269,-2
3271,-4
3272,-8
3273,-9
3279,-4
3290,-5
3291,-2
3293,-5
3294,-8
3298,-7
3305,4
3306,3
3307,-7
3310,-9
3313,-10
3314,-9
3315,-12
3316,-10
3321,2
3325,-7
3326,-5
3327,-6
3330,9
3331,-7
3332,2
3333,-5
3343,0
3344,-1
3348,-7
3349,-8
3350,-5
3352,-14
3353,-3
3354,-10
3358,-6
3360,7
3366,-4
3371,5
3374,-5
3375,-3
3378,8
3382,4
3384,-12
3385,2
3386,-5
3392,7
3399,6
3407,-4
3409,-5
3416,9
3420,-7
3422,14
3424,-6
3426,6
3427,-13
3434,-4
3438,-2
3441,1
3442,1
3443,-5
3444,4
3449,-13
3453,11
3454,-4
3456,7
3457,4
3458,12
3461,8
3467,2
3479,2
3488,11
3491,-3
3496,6
3502,4
3507,6
3511,12
3515,16
3516,8
3538,4
3539,11
3541,9
3545,8
3546,16
3547,-3
3551,13
3553,-9
3556,-4
3558,0
3559,0
3561,-10
3562,0
3563,-3
3564,-3
3571,0
3574,-5
3576,-6
3577,0
3579,-4
3580,3
3586,-6
3590,2
3599,-7
3600,-8
3601,-13
3605,-5
3606,-7
3612,-10
3614,-5
3615,-11
3616,-5
3620,-3
3622,-8
3624,-9
3630,-5
3644,-8
3649,-2
3651,-11
3654,-9
3665,-12
3668,-10
3671,-10
3672,-10
3673,-4
3677,-3
3678,-6
3687,-3
3688,-9
3693,-4
3698,-9
3699,-7
3701,9
3703,0
3706,-8
3707,-3
3709,4
3711,2
3714,-4
3716,-2
3720,5
3728,-5
3731,-10
3732,-11
3733,-8
3734,-3
3740,-4
3746,-8
3749,7
3751,-7
3755,-8
3757,1
3762,5
3767,4
3769,-6
3779,-9
3781,-7
3782,0
3783,0
3784,0
3790,-3
3791,6
3792,3
3794,-13
3799,-5
3801,-7
3804,0
3808,-4
3809,-11
3811,-4
3813,-9
3817,1
3818,-4
3823,-7
3843,-2
3844,-6
3846,-6
3847,2
3852,-8
3854,3
3856,-3
3863,-7
3865,4
3867,1
3871,4
3872,0
3878,1
3880,0
3881,0
3882,8
3883,-10
3884,10
3885,-5
3886,-10
3890,-4
3891,7
3898,10
3902,-8
3909,-6
3910,-3
3912,-6
3915,14
3918,-5
3920,15
3925,-11
3928,-11
3929,-9
3930,14
3931,-10
3934,0
3939,-12
3941,-7
3942,0
3943,-5
3946,-4
3963,-1
3965,4
3966,-2
3971,-9
3972,8
3974,2
3976,8
3978,2
3981,1
3985,-9
3986,0
3987,4
3988,15
3991,13
3999,7
4001,0
4002,6
4004,2
4007,1
4009,0
4013,0
4015,-5
4016,-8
4023,-1
4031,3
4035,6
4036,3
4037,-3
4040,10
4048,9
4053,2
4056,2
4059,-7
4066,8
4067,-2
4069,-7
4070,0
4071,5
4073,10
4074,3
4075,1
4082,2
4090,-8
4099,1
4102,5
4106,-6
4109,-1
4110,9
4115,4
4118,12
4120,4
4125,4
4126,1
4130,9
4134,9
4136,-2
4137,7
4144,-7
4148,-11
4151,-6
4155,-6
4162,0
4165,-5
4169,-5
4174,-7
4179,-4
4185,-7
4186,-2
4187,-3
4188,-7
4190,-7
4192,-7
4193,-5
4194,-6
4195,-9
4196,-10
4207,16
4208,12
4215,16
4217,11
4222,-1
4223,12
4226,1
4228,5
4229,-1
4231,14
4234,2
4236,-9
4249,-9
4254,6
4258,-1
4259,-1
4263,-2
4267,0
4277,-3
4278,-11
4280,-12
4283,-4
4285,6
4286,6
4287,-13
4290,0
4291,-4
4294,6
4302,-6
4308,9
4310,-8
4311,2
4315,9
4316,-11
4319,-5
4331,0
4338,9
4339,1
4340,4
4344,4
4346,7
4347,8
4360,9
4364,0
4367,5
4369,7
4370,-1
4371,-2
4380,5
4386,0
4389,-4
4390,3
4394,-8
4399,3
4400,-7
4404,-8
4409,-10
4414,-10
4417,2
4418,-7
4419,-8
4420,-1
4422,-2
4429,-1
4431,-8
4433,-10
4434,-4
4439,-6
4443,-6
4446,-8
4447,-8
4453,-3
4460,0
4461,3
4462,-3
4467,-9
4469,5
4473,-2
4474,-2
4475,-11
4477,1
4481,-7
4483,-9
4484,5
4485,-8
4495,4
4497,0
4500,0
4501,-11
4502,-2
4505,-4
4506,-3
4510,-4
4512,-1
4513,-6
4532,0
4535,3
4536,4
4540,-12
4545,2
4552,0
4554,3
4555,0
4558,0
4559,-4
4560,-6
4566,-3
4570,-3
4572,-8
4574,2
4581,2
4583,6
4586,5
4591,9
4594,-4
4603,4
4605,-8
4612,1
4613,8
4615,0
4618,-5
4621,-4
4623,3
4626,1
4629,-7
4633,-5
4636,-8
4638,5
4640,-7
4643,-7
4645,-3
4647,0
4648,-7
4651,-5
4652,-7
4653,1
4654,4
4660,-3
4662,-5
4663,-5
4665,-5
4668,-8
4676,-3
4683,9
4685,3
4686,-4
4701,1
4718,3
4721,-5
4727,-7
4728,12
4733,0
4741,-2
4743,5
4746,-5
4751,0
4756,9
4761,-7
4763,1
4764,2
4767,11
4772,1
4776,6
4780,11
4781,7
4792,4
4796,6
4801,13
4804,-5
4805,11
4806,8
4811,0
4815,1
4816,-1
4817,0
4818,3
4822,-3
4824,4
4827,7
4837,-5
4838,7
4839,3
4841,2
4851,3
4855,7
4861,-1
4862,-6
4863,-9
4865,-11
4871,-8
4873,-8
4880,-4
4885,-12
4886,-11
4902,-8
4904,-10
4907,-3
4916,6
4921,6
4925,2
4927,-9
4928,1
4930,-8
4932,0
4933,0
4937,9
4939,9
4941,-1
4942,-1
4947,2
4949,-8
4950,0
4956,-4
4960,5
4963,-1
4965,4
4976,-15
4977,-15
4987,-2
4991,0
4994,-8
4999,-5
5003,7
5006,-10
5009,4
5011,-9
5012,6
5014,-7
5020,-4
5021,2
5023,-4
5026,-10
5030,-8
5031,7
5036,9
5042,-6
5045,7
5048,11
5051,-1
5053,-6
5054,5
5057,-8
5058,-5
5066,15
5070,0
5077,0
5081,9
5084,-8
5086,2
5090,-1
5091,2
5093,0
5100,2
5108,13
5111,7
5112,7
5118,-3
5121,12
5123,12
5129,4
5133,-2
5143,-1
5147,5
5151,11
5156,8
5158,12
5161,0
5163,1
5167,4
5173,-6
5205,2
5214,-5
5215,-3
5216,-10
5217,-7
5225,-1
5237,-8
5239,-8
5240,-12
5241,3
5246,-5
5250,-6
5253,-1
5258,-6
5261,-2
5268,-7
5275,-8
5277,-2
5279,0
5288,-5
5289,-4
5294,0
5303,-4
5307,-3
5311,-9
5312,-8
5314,5
5318,-4
5327,0
5329,3
5333,0
5334,5
5340,-8
5348,-5
5358,-2
5360,0
5361,-3
5363,-1
5364,-1
5369,4
5370,-9
5374,3
5376,10
5388,4
5390,1
5393,1
5394,0
5395,3
5398,5
5399,5
5401,-6
5402,9
5405,4
5414,-1
5415,6
5419,0
5421,-5
5422,-2
5424,5
5427,1
5429,-7
5431,8
5433,4
5434,-5
5435,1
5436,-7
5438,-2
5440,5
5441,4
5447,-3
5451,2
5453,-2
5456,-1
5457,7
5463,1
5464,-8
5470,-4
5472,-3
5474,-2
5478,-11
5483,-1
5490,1
5500,-4
5504,0
5508,-7
5511,-9
5512,-5
5513,-9
5516,-2
5523,-6
5527,-11
5530,1
5533,-7
5536,-5
5537,-12
5542,-4
5543,-6
5546,-8
5549,0
5550,-4
5551,-5
5562,-2
5566,0
5568,0
5571,8
5572,9
5574,-4
5583,-7
5585,-4
5591,0
5596,-5
5597,-8
5601,14
5606,-5
5607,-7
5610,-1
5615,-2
5616,7
5623,-3
5630,-1
5636,8
5637,0
5639,2
5640,8
5643,9
5648,0
5649,-4
5660,-4
5666,-2
5667,1
5678,3
5679,-2
5681,-6
5682,-2
5691,-6
5696,11
5697,4
5700,0
5701,-6
5702,12
5708,-7
5709,8
5718,2
5723,1
5725,10
5728,10
5731,6
5735,1
5737,8
5738,-3
5742,7
5747,5
5749,5
5750,6
5755,9
5756,11
5761,9
5762,12
5767,6
5768,4
5770,9
5773,10
5774,-9
5779,10
5782,8
5785,-2
5786,0
5787,10
5788,9
5796,-4
5802,-11
5806,14
5809,-7
5810,-2
5811,16
5813,5
5820,-7
5823,-7
5830,7
5831,0
5838,0
5839,0
5844,-1
5846,7
5851,1
5852,-7
5857,-6
5859,-6
5860,8
5862,1
5865,5
5866,8
5871,10
5872,-4
5877,11
5878,8
5879,14
5880,0
5895,-6
5897,-1
5910,3
5914,-10
5915,-10
5917,-8
5924,-1
5926,-12
5931,1
5936,-7
5940,-2
5941,-1
5945,-9
5946,-4
5948,-1
5951,-6
5967,-7
5968,1
5969,-2
5970,-2
5971,0
5973,-7
5976,-5
5977,-8
5984,-5
5986,1
5993,3
5994,-8
6005,9
6006,2
6008,-3
6010,0
6011,-2
6014,5
6016,-3
6018,-8
6021,0
6025,2
6028,9
6029,8
6035,-2
6040,-2
6042,-4
6044,-5
6046,3
6052,-2
6054,4
6062,5
6063,-4
6067,6
6068,11
6077,0
6079,0
6080,0
6081,-1
6082,12
6089,-5
6095,-6
6101,0
6107,-6
6114,-5
6117,-7
6121,-7
6122,-3
6124,-6
6129,-6
6131,0
6136,1
6139,-2
6142,-9
6143,4
6144,7
6149,-7
6155,5
6157,0
6158,-1
6161,-6
6168,-3
6172,-3
6176,-4
6177,-3
6179,4
6180,12
6182,-5
6186,-9
6189,-10
6190,-2
6194,-4
6204,-9
6205,-10
6209,-2
6210,-8
6212,-6
6214,7
6221,5
6225,12
6228,-10
6229,-1
6231,0
6235,2
6236,-1
6237,6
6238,0
6239,-1
6242,-1
6249,0
6250,-1
6251,0
6252,7
6260,-6
6264,-5
6266,-4
6270,-7
6275,-1
6279,-3
6280,2
6284,-1
6285,-8
6286,7
6287,0
6288,-5
6289,7
6290,0
6291,10
6295,2
6298,10
6307,9
6308,6
6309,0
6313,-1
6316,-7
6319,-2
6321,-5
6324,-11
6327,2
6333,-4
6351,8
6352,5
6353,-1
6357,5
6359,-2
6360,7
6364,1
6367,-1
6368,9
6377,13
6378,13
6379,-8
6381,9
6390,6
6401,1
6408,0
6409,2
6411,0
6419,0
6424,9
6426,1
6428,-5
6431,-6
6432,-2
6433,-2
6435,12
6437,-13
6439,11
6442,-8
6444,13
6447,5
6456,0
6457,-2
6460,1
6468,-2
6471,3
6475,0
6476,16
6479,11
6483,7
6487,1
6488,4
6489,-9
6496,0
6498,-9
6502,-6
6503,-6
6507,-6
6508,-3
6509,1
6517,0
6521,-3
6522,1
6524,-5
6526,-8
6531,9
6533,0
6538,-6
6539,0
6544,3
6557,3
6558,1
6562,-8
6563,-4
6564,2
6574,-7
6578,-3
6581,-1
6584,-6
6587,0
6589,1
6590,-11
6592,-8
6595,0
6599,-3
6600,-7
6606,-5
6609,4
6612,0
6615,-6
6618,-7
6620,2
6623,-6
6633,-3
6639,7
6640,4
6641,7
6645,-5
6650,-2
6651,-9
6652,-5
6657,0
6659,-5
6666,0
6671,4
6673,4
6674,-3
6677,-1
6680,4
6684,0
6685,-2
6691,-7
6692,0
6696,5
6698,-2
6704,-8
6705,-8
6710,-6
6713,-5
6715,1
6717,-4
6718,-1
6720,-9
6728,3
6732,-4
6733,-8
6739,-6
6740,0
6741,-6
6743,-1
6747,-9
6750,1
6752,6
6753,5
6755,2
6761,-7
6763,3
6768,-8
6770,-8
6771,4
6777,2
6778,-2
6780,-6
6782,1
6786,1
6791,1
6797,-4
6798,-4
6803,0
6805,-4
6812,0
6816,-1
6818,-2
6822,-1
6825,-1
6826,0
6827,-3
6829,-2
6831,-5
6836,-3
6838,-15
6840,-5
6842,-1
6846,-2
6851,0
6853,2
6856,-2
6859,3
6865,0
6866,0
6868,10
6869,4
6871,8
6873,2
6886,4
6887,-4
6888,5
6889,18
6891,1
6894,3
6895,-1
6899,-10
6901,0
6902,-3
6904,-2
6906,-2
6922,-4
6923,-7
6924,-6
6927,-1
6934,-1
6938,2
6941,-5
6942,-2
6944,-3
6947,-6
6952,0
6957,0
6958,9
6964,-5
6968,-10
6969,12
6976,-3
6982,9
6986,4
6987,0
6989,-1
6991,7
6993,-4
6995,-9
6997,-9
7000,-9
7003,-10
7004,0
7007,-1
7011,0
7014,-8
7016,-7
7017,-8
7020,-2
7022,-6
7028,-9
7033,0
7034,7
7035,-10
7038,-9
7040,-8
7041,-9
7042,-10
7045,-2
7049,-4
7055,-1
7057,2
7062,-8
7064,-2
7066,-2
7067,-5
7072,-6
7079,-3
7082,2
7083,-5
7084,-7
7085,-7
7087,-3
7090,-3
7094,-10
7096,8
7099,0
7100,-5
7101,3
7102,4
7103,-12
7107,-5
7110,-10
7113,-7
7117,0
7119,-14
7123,0
7127,-13
7133,-5
7139,2
7143,3
7145,-11
7151,0
7152,-5
7153,-10
7156,-7
7162,-6
7170,-4
7172,-6
7177,-6
7181,3
7182,5
7189,-6
7190,-7
7200,-1
7207,4
7209,-9
7212,7
7216,-1
7217,7
7219,4
7220,-10
7222,2
7225,-6
7233,-4
7237,0
7238,1
7239,3
7240,-2
7243,-7
7245,4
7246,-2
7249,6
7257,2
7258,3
7259,8
7262,7
7263,9
7269,1
7271,11
7273,10
7276,12
7279,7
7282,8
7284,5
7293,2
7298,5
7303,-7
7304,9
7305,0
7308,1
7313,-3
7314,0
7321,0
7322,-9
7327,-4
7333,1
7336,-8
7339,0
7341,1
7346,-1
7347,1
7349,0
7351,-2
7353,-13
7363,-7
7364,-10
7368,-4
7370,5
7375,-6
7376,-1
7379,-5
7382,-4
7384,-11
7385,-10
7387,-5
7388,-7
7389,-6
7394,-9
7396,-3
7398,-6
7399,1
7401,-10
7404,-10
7406,-7
7409,5
7411,-7
7417,-7
7420,-11
7422,-11
7423,-8
7427,1
7429,-1
7432,-8
7435,-6
7436,6
7440,10
7441,-14
7445,-11
7448,-5
7449,-1
7450,-7
7454,0
7455,-6
7460,-10
7462,-1
7464,-1
7466,-14
7468,-4
7469,-12
7471,-11
7472,-6
7483,-11
7484,-12
7485,-4
7486,-3
7487,-2
7489,10
7492,-4
7495,11
7499,10
7500,9
7506,8
7508,1
7509,11
7511,10
7516,11
7524,2
7538,9
7539,9
7541,6
7546,12
7549,11
7562,11
7564,4
7567,11
7572,12
7574,11
7575,12
7586,12
7592,9
7596,-1
7597,6
7599,-10
7606,4
7615,0
7618,-2
7620,-2
7624,-4
7625,-3
7629,5
7632,-1
7636,1
7637,2
7646,-7
7655,-2
7658,-7
7660,-10
7664,-9
7665,-3
7666,-9
7667,-5
7673,0
7676,-11
7682,-5
7684,-7
7690,-1
7697,-5
7700,-6
7704,-2
7705,-6
7706,0
7708,-5
7709,-5
7710,-6
7713,-10
7716,0
7726,-8
7729,-9
7730,-5
7732,-4
7734,-9
7740,-6
7741,-12
7745,11
7757,-3
7762,2
7770,9
7776,2
7777,-1
7778,7
7779,-4
7782,-4
7786,10
7791,5
7792,9
7794,-6
7795,-6
7796,-5
7798,-5
7805,-1
7806,-5
7808,-2
7811,-9
7814,-3
7819,-2
7820,3
7825,-8
7829,-5
7834,0
7836,-8
7838,-4
7841,-5
7845,9
7846,-1
7853,-3
7856,-2
7858,-3
7859,9
7866,-5
7875,6
7879,-2
7884,-5
7886,5
7890,-2
7892,-4
7896,2
7899,4
7900,9
7901,7
7904,-5
7911,1
7917,-7
7919,1
7920,10
7921,11
7922,-3
7925,11
7927,3
7928,12
7931,-7
7942,-6
7946,12
7947,-7
7948,-4
7951,0
7956,-12
7961,10
7964,8
7966,12
7967,-2
7974,13
7975,5
7979,14
7985,10
7986,13
7993,3
7995,12
7997,-12
7998,13
8004,13
8007,11
8011,-10
8014,3
8022,-11
8027,-6
8033,1
8041,-11
8042,4
8046,-3
8048,0
8050,5
8051,6
8052,2
8053,6
8054,-5
8059,2
8063,4
8072,-4
8075,-7
8076,-2
8077,4
8078,-1
8080,-4
8082,-3
8086,-3
8090,3
8092,-1
8093,-4
8099,9
8104,7
8107,6
8108,-4
8114,-1
8115,11
8117,12
8123,7
8124,8
8127,9
8132,-1
8134,12
8139,2
8145,7
8148,12
8151,12
8152,14
8153,15
8157,10
8160,15
8166,13
8167,11
8173,12
8174,12
8178,15
8179,0
8185,11
8186,12
8192,-1
8193,-1
8194,-10
8197,-7
8198,-7
8199,-10
8200,-2
8206,1
8207,2
8220,-2
8222,-10
8227,-6
8228,-4
8229,-2
8230,6
8233,9
8248,-1
8249,5
8255,-9
8260,7
8263,-5
8265,3
8268,-8
8269,1
8272,-2
8273,0
8275,-4
8277,0
8281,-3
8282,-2
8290,-2
8293,-3
8299,-2
8302,3
8303,-2
8305,-2
8306,-4
8307,-6
8308,0
8313,-2
8316,-2
8319,-9
8322,-3
8323,0
8325,-2
8326,-4
8327,-9
8328,0
8331,4
8333,7
8336,3
8338,0
8340,-2
8342,-14
8343,-8
8353,-12
8354,-9
8357,-9
8358,-13
8359,-9
8373,-9
8376,-13
8379,-3
8380,4
8381,-8
8384,-11
8395,9
8398,10
8403,-7
8407,11
8413,8
8417,11
8420,10
8421,-2
8424,9
8426,9
8427,10
8438,11
8439,-8
8442,-10
8449,-10
8456,-12
8460,-3
8462,-2
8465,-7
8466,-11
8467,-11
8469,-9
8470,-3
8474,-4
8479,-9
8481,-11
8482,-6
8485,-8
8488,-6
8492,3
8493,-8
8495,-1
8499,-5
8501,-5
8519,-10
8521,-4
8525,-8
8527,-2
8529,-4
8532,-5
8534,-11
8535,-6
8537,-8
8544,-8
8548,2
8549,-4
8552,-3
8554,0
8563,-6
8564,-8
8565,-3
