id,target
1265,-26
1266,-25
1268,-4
1274,-27
1281,-22
1285,-21
1286,-23
1291,-20
1292,-10
1295,-25
1299,-20
1306,-12
1310,-14
1311,-30
1313,-27
1314,-26
1322,-17
1323,-26
1325,-26
1329,2
1330,-12
1333,-5
1336,-26
1339,-6
1342,-25
1344,-23
1355,32
1357,-23
1358,-4
1359,-11
1364,-12
1366,-9
1367,11
1370,6
1373,-4
1377,-19
1386,-21
1387,-11
1392,5
1397,-34
1398,-24
1400,-20
1403,4
1404,-9
1410,-12
1413,-19
1416,-17
1417,-9
1423,-8
1424,-5
1426,-2
1427,-32
1428,-26
1430,5
1434,-15
1435,-27
1437,-20
1438,-25
1442,-14
1446,3
1451,-11
1457,8
1461,4
1462,12
1465,-15
1468,-9
1469,-9
1471,-1
1476,-18
1478,-17
1481,-26
1489,0
1490,-1
1492,-9
1496,-9
1512,-23
1516,-7
1517,-18
1528,-28
1529,7
1536,42
1539,-16
1541,-12
1542,-20
1548,17
1550,-5
1551,4
1552,5
1557,19
1563,-15
1564,-14
1565,-13
1566,17
1571,-30
1578,-32
1581,-14
1583,0
1584,6
1586,21
1589,-12
1592,15
1598,27
1606,-14
1612,1
1616,8
1620,-8
1624,-21
1629,18
1630,15
1635,21
1640,43
1641,32
1642,24
1651,29
1655,24
1656,18
1659,13
1664,34
1667,36
1668,26
1674,12
1678,-8
1680,25
1681,17
1682,15
1685,-8
1695,28
1696,2
1697,-1
1704,16
1708,-3
1711,23
1713,12
1714,-3
1717,23
1729,-3
1730,-16
1732,14
1734,13
1736,-23
1738,12
1742,-17
1743,-10
1746,-30
1748,17
1749,4
1751,0
1758,-9
1764,21
1765,3
1777,24
1778,12
1781,-2
1782,3
1783,14
1785,1
1788,4
1793,5
1794,6
1795,18
1797,11
1800,27
1801,22
1805,16
1806,-7
1819,10
1820,14
1825,9
1828,-10
1829,-17
1830,0
1839,-18
1843,-12
1844,-27
1846,-4
1849,10
1850,-26
1854,-21
1855,-7
1858,-7
1859,-18
1862,0
1867,1
1868,-19
1871,-20
1872,-14
1874,10
1876,4
1879,2
1884,3
1891,-13
1894,-13
1896,4
1902,1
1903,-27
1904,-8
1906,-10
1907,-8
1912,-11
1913,-6
1923,-6
1926,-10
1928,-5
1930,9
1931,-14
1934,13
1936,5
1944,14
1946,-16
1947,3
1958,14
1964,-15
1970,-8
1974,-13
1977,16
1978,3
1982,9
1984,23
1988,6
1993,-12
1997,0
1998,9
2002,-12
2004,16
2005,5
2008,-17
2011,23
2013,0
2018,16
2021,25
2025,-2
2029,19
2030,26
2032,14
2037,18
2041,-14
2044,-11
2048,22
2052,9
2053,14
2054,24
2062,-4
2065,16
2066,-17
2072,0
2079,9
2080,15
2085,-18
2088,20
2090,-7
2092,3
2093,-9
2101,16
2104,-1
2105,6
2106,13
2107,0
2120,-5
2124,-9
2127,-19
2130,-19
2132,-30
2135,-24
2137,-14
2140,-19
2143,-3
2147,-5
2151,7
2152,6
2155,-28
2156,-16
2162,3
2165,18
2166,6
2167,0
2168,-19
2170,-7
2178,19
2180,11
2182,7
2184,-16
2185,3
2187,17
2196,-17
2197,6
2199,5
2200,-21
2201,-22
2202,11
2206,-2
2208,13
2218,-22
2223,17
2224,-3
2226,-7
2228,8
2232,4
2234,-22
2243,-28
2247,2
2249,1
2252,-14
2253,17
2259,-21
2261,-20
2264,-14
2268,-14
2269,-18
2270,-5
2276,22
2283,-12
2287,21
2290,-27
2291,-13
2293,-7
2295,-10
2302,2
2305,6
2310,22
2313,9
2316,14
2320,-14
2322,11
2323,21
2326,0
2328,22
2331,-17
2335,21
2338,2
2343,-6
2344,-4
2345,-6
2353,25
2355,13
2357,-8
2360,17
2365,0
2369,-8
2371,0
2378,6
2380,-12
2381,-20
2383,25
2384,18
2392,-3
2393,17
2401,11
2403,0
2404,-16
2405,-20
2407,-21
2411,-17
2424,-26
2426,-11
2431,9
2433,3
2434,-3
2436,-1
2439,14
2444,-12
2447,-7
2448,-20
2449,-5
2450,14
2461,21
2469,-14
2472,-22
2473,6
2474,3
2477,-19
2481,7
2484,-25
2495,-8
2503,-12
2509,20
2511,27
2518,27
2522,16
2525,28
2526,-1
2529,-3
2533,-2
2549,-26
2551,-24
2558,-2
2562,9
2563,-4
2567,-4
2574,-1
2577,18
2578,-5
2580,3
2581,0
2583,-1
2584,-32
2586,10
2589,0
2595,-18
2596,-6
2600,10
2601,-7
2607,10
2610,-7
2613,-16
2615,-23
2618,15
2620,0
2623,12
2626,-1
2630,6
2634,8
2636,18
2638,-4
2639,14
2646,-14
2650,23
2652,2
2653,-20
2654,-6
2662,-30
2665,-25
2669,-24
2674,-13
2678,-12
2681,-21
2685,-22
2686,-3
2690,-21
2697,14
2699,0
2704,-18
2705,-2
2710,-21
2712,-11
2713,-22
2716,-20
2717,-13
2718,-1
2721,-10
2722,-13
2735,-6
2737,-24
2738,-6
2742,-1
2745,-34
2746,-16
2747,-1
2750,-3
2751,-25
2754,1
2762,9
2764,-4
2772,-15
2775,-31
2776,-22
2779,0
2781,-27
2789,-23
2790,16
2791,-10
2798,-17
2800,-4
2804,9
2805,2
2806,-1
2809,-4
2810,-1
2812,-14
2814,27
2816,-2
2818,-26
2823,-21
2824,20
2834,13
2837,-10
2840,13
2845,24
2847,20
2848,7
2850,12
2859,-2
2862,2
2868,1
2874,4
2876,-11
2892,-16
2894,16
2897,17
2901,-4
2903,-9
2904,-5
2906,-19
2914,-9
2918,-17
2919,-13
2923,-8
2926,-9
2928,11
2930,-7
2938,-18
2940,7
2949,-9
2951,-24
2958,-16
2961,-16
2962,0
2964,-17
2966,-22
2967,-26
2968,-6
2972,-24
2977,-23
2978,2
2979,-41
2981,-24
2985,-14
2986,-3
2989,5
2994,-27
2996,1
2997,-20
2999,-1
3002,6
3007,16
3008,-26
3017,-11
3020,-7
3024,-2
3028,-7
3031,8
3032,-4
3033,-1
3035,-5
3040,0
3041,-21
3046,-17
3050,15
3063,-6
3065,2
3067,-15
3069,10
3076,10
3078,1
3081,9
3087,-8
3088,7
3094,-13
3096,2
3098,15
3103,20
3110,32
3113,26
3121,21
3127,19
3128,22
3129,29
3135,23
3143,13
3146,32
3148,29
3149,19
3151,22
3156,-19
3160,-27
3164,6
3169,-8
3178,-10
3187,-12
3194,-16
3202,10
3203,0
3204,-10
3206,2
3207,-6
3208,-16
3209,5
3213,-4
3214,-9
3215,-5
3220,2
3223,-22
3224,-1
3226,-6
3228,-21
3230,-7
3232,-9
3233,0
3234,-15
3238,-17
3246,-20
3247,18
3250,-2
3251,-10
3254,-7
3257,12
3258,-7
3261,-11
3267,0
3268,-19
3269,-7
3271,-7
3272,-25
3273,-31
3279,-3
3290,-14
3291,-5
3293,-15
3294,-14
3298,-15
3305,1
3306,-1
3307,-10
3310,-18
3313,-28
3314,-17
3315,-46
3316,-21
3321,0
3325,-18
3326,-11
3327,-10
3330,11
3331,-19
3332,6
3333,2
3343,0
3344,-4
3348,0
3349,-15
3350,-10
3352,-40
3353,0
3354,-25
3358,-16
3360,16
3366,-7
3371,13
3374,-13
3375,-12
3378,17
3382,8
3384,-24
3385,2
3386,-5
3392,21
3399,12
3407,-2
3409,-6
3416,20
3420,-14
3422,21
3424,-6
3426,17
3427,-30
3434,-6
3438,2
3441,1
3442,1
3443,-12
3444,9
3449,-30
3453,27
3454,-6
3456,21
3457,11
3458,26
3461,22
3467,-6
3479,-3
3488,22
3491,4
3496,-2
3502,14
3507,11
3511,32
3515,33
3516,25
3538,14
3539,27
3541,35
3545,23
3546,33
3547,-12
3551,23
3553,-21
3556,-6
3558,-4
3559,0
3561,-32
3562,14
3563,-10
3564,-3
3571,0
3574,-10
3576,-20
3577,-4
3579,-9
3580,15
3586,-14
3590,10
3599,-16
3600,-25
3601,-41
3605,-7
3606,-9
3612,-20
3614,-8
3615,-28
3616,-19
3620,0
3622,-4
3624,-17
3630,-9
3644,-16
3649,-2
3651,-32
3654,-24
3665,-18
3668,-22
3671,-24
3672,-17
3673,-9
3677,-15
3678,-8
3687,-14
3688,-25
3693,-10
3698,-23
3699,-13
3701,18
3703,-2
3706,-24
3707,-3
3709,1
3711,9
3714,-6
3716,-6
3720,3
3728,-8
3731,-22
3732,-22
3733,-22
3734,-5
3740,-11
3746,-16
3749,14
3751,-22
3755,-19
3757,8
3762,9
3767,10
3769,-13
3779,-17
3781,-16
3782,8
3783,-10
3784,-3
3790,-4
3791,10
3792,7
3794,-45
3799,-18
3801,-27
3804,0
3808,-11
3809,-27
3811,-15
3813,-17
3817,8
3818,0
3823,-23
3843,-4
3844,-22
3846,-9
3847,4
3852,-19
3854,11
3856,-15
3863,-15
3865,5
3867,-1
3871,13
3872,3
3878,6
3880,2
3881,-9
3882,11
3883,-20
3884,18
3885,-12
3886,-32
3890,-13
3891,11
3898,17
3902,-16
3909,-13
3910,-11
3912,-16
3915,20
3918,-16
3920,27
3925,-26
3928,-24
3929,-20
3930,23
3931,-16
3934,4
3939,-30
3941,-19
3942,0
3943,-18
3946,-13
3963,-1
3965,0
3966,-9
3971,-22
3972,15
3974,5
3976,18
3978,15
3981,9
3985,-28
3986,8
3987,3
3988,30
3991,26
3999,15
4001,0
4002,8
4004,-7
4007,3
4009,2
4013,-4
4015,-13
4016,-25
4023,12
4031,2
4035,11
4036,10
4037,-14
4040,20
4048,17
4053,0
4056,0
4059,-10
4066,11
4067,-11
4069,-20
4070,-5
4071,6
4073,16
4074,4
4075,2
4082,7
4090,-17
4099,10
4102,15
4106,-12
4109,-7
4110,18
4115,5
4118,28
4120,3
4125,14
4126,-4
4130,15
4134,20
4136,-6
4137,14
4144,-15
4148,-14
4151,-11
4155,-13
4162,-2
4165,-8
4169,-13
4174,-12
4179,-12
4185,-7
4186,-4
4187,-4
4188,-14
4190,-15
4192,-4
4193,-20
4194,-16
4195,-20
4196,-25
4207,32
4208,21
4215,31
4217,24
4222,-3
4223,24
4226,-2
4228,15
4229,7
4231,24
4234,2
4236,-19
4249,-22
4254,13
4258,0
4259,-3
4263,-6
4267,-2
4277,-6
4278,-19
4280,-20
4283,-16
4285,14
4286,14
4287,-26
4290,-10
4291,-15
4294,12
4302,-14
4308,18
4310,-11
4311,-3
4315,26
4316,-17
4319,-5
4331,-6
4338,16
4339,4
4340,11
4344,20
4346,22
4347,15
4360,18
4364,4
4367,11
4369,13
4370,5
4371,-10
4380,12
4386,-6
4389,-14
4390,4
4394,-18
4399,7
4400,-20
4404,-18
4409,-23
4414,-22
4417,5
4418,-13
4419,-18
4420,1
4422,-7
4429,-11
4431,-17
4433,-26
4434,-16
4439,-15
4443,-16
4446,-16
4447,-19
4453,-9
4460,6
4461,2
4462,-6
4467,-23
4469,19
4473,-15
4474,-9
4475,-26
4477,3
4481,-15
4483,-26
4484,13
4485,-13
4495,7
4497,7
4500,1
4501,-28
4502,3
4505,-15
4506,-9
4510,0
4512,-2
4513,3
4532,-1
4535,7
4536,17
4540,-27
4545,7
4552,2
4554,7
4555,4
4558,-2
4559,-7
4560,-17
4566,-13
4570,-4
4572,-16
4574,2
4581,6
4583,18
4586,6
4591,25
4594,3
4603,6
4605,-22
4612,6
4613,13
4615,4
4618,-13
4621,2
4623,12
4626,-5
4629,-25
4633,-4
4636,-26
4638,13
4640,-16
4643,-18
4645,-8
4647,6
4648,-15
4651,-9
4652,-9
4653,0
4654,14
4660,-8
4662,-14
4663,-8
4665,-4
4668,-12
4676,-7
4683,22
4685,14
4686,-2
4701,0
4718,12
4721,-4
4727,-24
4728,31
4733,-4
4741,-6
4743,10
4746,-8
4751,-10
4756,18
4761,-19
4763,-9
4764,-3
4767,25
4772,-1
4776,11
4780,17
4781,8
4792,9
4796,14
4801,35
4804,-22
4805,21
4806,20
4811,-4
4815,7
4816,-12
4817,-10
4818,13
4822,-5
4824,8
4827,14
4837,-14
4838,9
4839,10
4841,-6
4851,10
4855,14
4861,-7
4862,-18
4863,-23
4865,-31
4871,-18
4873,-13
4880,-18
4885,-25
4886,-27
4902,-20
4904,-24
4907,-4
4916,19
4921,13
4925,7
4927,-5
4928,7
4930,-15
4932,2
4933,-3
4937,13
4939,15
4941,0
4942,1
4947,7
4949,-15
4950,11
4956,-13
4960,17
4963,-1
4965,8
4976,-30
4977,-21
4987,12
4991,2
4994,-13
4999,-13
5003,14
5006,-21
5009,13
5011,-15
5012,18
5014,-15
5020,-13
5021,13
5023,-22
5026,-22
5030,-21
5031,24
5036,21
5042,-7
5045,11
5048,20
5051,-10
5053,-16
5054,3
5057,-18
5058,-17
5066,32
5070,2
5077,0
5081,13
5084,-23
5086,7
5090,-14
5091,11
5093,1
5100,1
5108,29
5111,14
5112,17
5118,-4
5121,27
5123,27
5129,-2
5133,-2
5143,17
5147,9
5151,23
5156,24
5158,27
5161,-12
5163,3
5167,9
5173,-9
5205,10
5214,-16
5215,-18
5216,-18
5217,-14
5225,1
5237,-28
5239,-25
5240,-30
5241,3
5246,0
5250,-17
5253,-1
5258,-19
5261,-8
5268,-15
5275,-20
5277,-1
5279,3
5288,-14
5289,-9
5294,3
5303,-7
5307,-4
5311,-18
5312,-18
5314,3
5318,-17
5327,11
5329,8
5333,7
5334,14
5340,-13
5348,-19
5358,-2
5360,3
5361,-14
5363,-10
5364,-8
5369,8
5370,-11
5374,1
5376,23
5388,9
5390,-3
5393,-2
5394,2
5395,6
5398,5
5399,5
5401,-21
5402,16
5405,9
5414,-3
5415,14
5419,-9
5421,-23
5422,-12
5424,0
5427,-2
5429,-20
5431,13
5433,5
5434,-12
5435,-4
5436,-24
5438,-10
5440,11
5441,5
5447,-3
5451,11
5453,-2
5456,-9
5457,11
5463,0
5464,-19
5470,-10
5472,-8
5474,0
5478,-22
5483,-10
5490,-2
5500,-14
5504,6
5508,-11
5511,-20
5512,-9
5513,-31
5516,-19
5523,-9
5527,-21
5530,15
5533,-15
5536,-20
5537,-27
5542,-9
5543,-9
5546,-23
5549,8
5550,-14
5551,-8
5562,-8
5566,0
5568,7
5571,14
5572,20
5574,-8
5583,-19
5585,-4
5591,0
5596,-8
5597,-22
5601,24
5606,-18
5607,-21
5610,0
5615,1
5616,14
5623,-10
5630,-9
5636,19
5637,-7
5639,2
5640,14
5643,20
5648,-2
5649,-7
5660,-5
5666,-12
5667,3
5678,12
5679,0
5681,-14
5682,0
5691,-18
5696,30
5697,2
5700,0
5701,-5
5702,21
5708,-21
5709,17
5718,4
5723,2
5725,20
5728,20
5731,15
5735,4
5737,20
5738,-9
5742,7
5747,18
5749,9
5750,11
5755,6
5756,15
5761,28
5762,31
5767,15
5768,21
5770,22
5773,15
5774,-26
5779,22
5782,14
5785,-9
5786,-5
5787,17
5788,21
5796,-17
5802,-24
5806,31
5809,-21
5810,0
5811,31
5813,8
5820,-18
5823,-20
5830,17
5831,-6
5838,-4
5839,2
5844,-12
5846,16
5851,3
5852,-18
5857,-11
5859,-9
5860,15
5862,6
5865,12
5866,17
5871,16
5872,5
5877,15
5878,13
5879,27
5880,6
5895,-2
5897,1
5910,5
5914,-25
5915,-22
5917,-17
5924,1
5926,-30
5931,3
5936,-13
5940,-4
5941,-3
5945,-14
5946,-15
5948,3
5951,-18
5967,-31
5968,8
5969,0
5970,-9
5971,10
5973,-14
5976,-12
5977,-20
5984,-21
5986,0
5993,19
5994,-14
6005,17
6006,7
6008,-6
6010,9
6011,-6
6014,13
6016,-8
6018,-27
6021,0
6025,7
6028,22
6029,21
6035,0
6040,0
6042,0
6044,-14
6046,11
6052,-2
6054,9
6062,17
6063,-15
6067,3
6068,23
6077,0
6079,-9
6080,4
6081,-11
6082,25
6089,-7
6095,0
6101,0
6107,-17
6114,-11
6117,-12
6121,-24
6122,0
6124,-12
6129,-14
6131,0
6136,-1
6139,0
6142,-18
6143,4
6144,12
6149,-14
6155,6
6157,6
6158,-5
6161,-19
6168,-6
6172,-12
6176,-15
6177,-8
6179,2
6180,20
6182,-20
6186,-20
6189,-13
6190,-7
6194,-4
6204,-25
6205,-20
6209,-2
6210,-24
6212,-18
6214,17
6221,6
6225,21
6228,-20
6229,-7
6231,6
6235,8
6236,-3
6237,16
6238,1
6239,-3
6242,-4
6249,0
6250,-5
6251,-1
6252,18
6260,-3
6264,-13
6266,1
6270,-17
6275,-2
6279,-12
6280,7
6284,0
6285,-15
6286,12
6287,-7
6288,-9
6289,11
6290,-3
6291,21
6295,-2
6298,20
6307,16
6308,7
6309,-3
6313,-2
6316,-14
6319,-4
6321,-15
6324,-17
6327,11
6333,-14
6351,13
6352,13
6353,-3
6357,15
6359,-4
6360,7
6364,-12
6367,-6
6368,24
6377,20
6378,20
6379,-9
6381,10
6390,14
6401,9
6408,8
6409,2
6411,2
6419,15
6424,23
6426,6
6428,-11
6431,-8
6432,-13
6433,2
6435,19
6437,-32
6439,23
6442,-15
6444,22
6447,18
6456,3
6457,-11
6460,6
6468,-11
6471,-2
6475,-2
6476,29
6479,18
6483,13
6487,-15
6488,10
6489,-23
6496,-3
6498,-18
6502,-14
6503,-12
6507,-22
6508,-3
6509,2
6517,1
6521,3
6522,-7
6524,-11
6526,-19
6531,21
6533,-7
6538,-15
6539,0
6544,12
6557,7
6558,5
6562,-18
6563,-6
6564,10
6574,-21
6578,7
6581,-5
6584,-9
6587,6
6589,11
6590,-21
6592,-22
6595,3
6599,-5
6600,-15
6606,-8
6609,13
6612,8
6615,-16
6618,-12
6620,7
6623,-18
6633,1
6639,15
6640,8
6641,9
6645,-9
6650,5
6651,-18
6652,-14
6657,10
6659,-20
6666,-1
6671,3
6673,3
6674,-6
6677,-9
6680,9
6684,9
6685,-4
6691,-14
6692,5
6696,7
6698,-3
6704,-22
6705,-19
6710,-2
6713,-8
6715,1
6717,-7
6718,-5
6720,-15
6728,18
6732,-14
6733,-16
6739,-10
6740,7
6741,-9
6743,-18
6747,-16
6750,2
6752,10
6753,17
6755,3
6761,-12
6763,9
6768,-13
6770,-18
6771,2
6777,9
6778,-14
6780,-11
6782,5
6786,3
6791,7
6797,-4
6798,-10
6803,3
6805,-10
6812,0
6816,-8
6818,-5
6822,-1
6825,-1
6826,0
6827,-11
6829,-5
6831,-8
6836,1
6838,-34
6840,-15
6842,-11
6846,-4
6851,8
6853,10
6856,-2
6859,7
6865,-1
6866,9
6868,26
6869,12
6871,14
6873,5
6886,0
6887,-12
6888,10
6889,37
6891,0
6894,14
6895,-7
6899,-33
6901,-2
6902,-14
6904,6
6906,15
6922,-8
6923,-23
6924,-15
6927,-4
6934,1
6938,8
6941,-18
6942,-9
6944,-8
6947,-12
6952,-5
6957,0
6958,22
6964,0
6968,-20
6969,34
6976,-3
6982,20
6986,16
6987,-14
6989,-6
6991,16
6993,-13
6995,-18
6997,-20
7000,-14
7003,-24
7004,-8
7007,-7
7011,10
7014,-24
7016,-29
7017,-26
7020,10
7022,-9
7028,-16
7033,-11
7034,19
7035,-21
7038,-21
7040,-16
7041,-13
7042,-26
7045,-9
7049,-17
7055,-1
7057,-3
7062,-22
7064,2
7066,-4
7067,-10
7072,-9
7079,-5
7082,3
7083,-16
7084,-23
7085,-22
7087,-8
7090,-8
7094,-27
7096,23
7099,1
7100,-11
7101,21
7102,-6
7103,-31
7107,-8
7110,-31
7113,-22
7117,0
7119,-34
7123,0
7127,-27
7133,-8
7139,7
7143,8
7145,-29
7151,-7
7152,-7
7153,-18
7156,0
7162,-10
7170,-8
7172,-12
7177,-16
7181,8
7182,10
7189,-6
7190,-24
7200,1
7207,10
7209,-22
7212,16
7216,-3
7217,15
7219,-1
7220,-30
7222,4
7225,-11
7233,-11
7237,2
7238,-1
7239,5
7240,3
7243,-20
7245,14
7246,-6
7249,15
7257,1
7258,4
7259,17
7262,20
7263,18
7269,13
7271,27
7273,23
7276,24
7279,8
7282,22
7284,15
7293,3
7298,13
7303,-16
7304,21
7305,0
7308,-6
7313,-17
7314,-9
7321,5
7322,-24
7327,-10
7333,0
7336,-28
7339,-2
7341,-1
7346,0
7347,4
7349,0
7351,-9
7353,-17
7363,-21
7364,-27
7368,-13
7370,14
7375,-21
7376,2
7379,-9
7382,-11
7384,-27
7385,-22
7387,-16
7388,-19
7389,-18
7394,-22
7396,-12
7398,-16
7399,5
7401,-32
7404,-21
7406,-11
7409,10
7411,-11
7417,-15
7420,-19
7422,-27
7423,-23
7427,5
7429,0
7432,-20
7435,-14
7436,14
7440,26
7441,-37
7445,-30
7448,-12
7449,2
7450,-24
7454,1
7455,-17
7460,-32
7462,1
7464,-4
7466,-33
7468,-7
7469,-29
7471,-18
7472,-16
7483,-22
7484,-26
7485,-9
7486,-6
7487,-5
7489,25
7492,-10
7495,28
7499,24
7500,19
7506,19
7508,5
7509,20
7511,25
7516,27
7524,2
7538,24
7539,17
7541,13
7546,23
7549,21
7562,19
7564,4
7567,24
7572,24
7574,19
7575,23
7586,22
7592,18
7596,0
7597,9
7599,-20
7606,15
7615,-1
7618,-4
7620,0
7624,-10
7625,-9
7629,10
7632,-5
7636,2
7637,6
7646,-12
7655,-8
7658,-19
7660,-21
7664,-18
7665,-6
7666,-21
7667,-17
7673,4
7676,-27
7682,-12
7684,-16
7690,-10
7697,-11
7700,-11
7704,-1
7705,-14
7706,-1
7708,-16
7709,-19
7710,-11
7713,-19
7716,10
7726,-18
7729,-21
7730,-4
7732,-5
7734,-21
7740,-18
7741,-41
7745,29
7757,-13
7762,7
7770,23
7776,11
7777,-13
7778,20
7779,-17
7782,-16
7786,30
7791,10
7792,15
7794,-10
7795,-20
7796,-12
7798,-17
7805,-5
7806,-4
7808,-7
7811,-25
7814,-18
7819,-9
7820,6
7825,-21
7829,-13
7834,-7
7836,-20
7838,-13
7841,-19
7845,23
7846,-4
7853,-12
7856,-3
7858,-7
7859,19
7866,-11
7875,15
7879,-4
7884,-10
7886,14
7890,-18
7892,-7
7896,3
7899,6
7900,18
7901,20
7904,-4
7911,18
7917,-20
7919,-15
7920,23
7921,18
7922,-11
7925,13
7927,5
7928,24
7931,-19
7942,1
7946,24
7947,-14
7948,-3
7951,0
7956,-36
7961,9
7964,24
7966,26
7967,0
7974,26
7975,12
7979,29
7985,18
7986,29
7993,10
7995,26
7997,-17
7998,28
8004,27
8007,25
8011,-22
8014,2
8022,-30
8027,-12
8033,0
8041,-30
8042,9
8046,-7
8048,-13
8050,15
8051,9
8052,3
8053,12
8054,-12
8059,4
8063,10
8072,0
8075,-16
8076,0
8077,5
8078,-12
8080,-17
8082,-7
8086,-6
8090,10
8092,-7
8093,-10
8099,17
8104,17
8107,17
8108,-15
8114,-4
8115,16
8117,17
8123,8
8124,15
8127,20
8132,-9
8134,31
8139,-1
8145,9
8148,27
8151,26
8152,27
8153,31
8157,24
8160,32
8166,23
8167,23
8173,23
8174,23
8178,27
8179,5
8185,18
8186,25
8192,-4
8193,-8
8194,-11
8197,-18
8198,-17
8199,-25
8200,-1
8206,2
8207,7
8220,9
8222,-26
8227,-14
8228,-9
8229,0
8230,8
8233,13
8248,-2
8249,11
8255,-23
8260,14
8263,-8
8265,3
8268,-16
8269,1
8272,-2
8273,8
8275,0
8277,10
8281,-10
8282,4
8290,-1
8293,-17
8299,-19
8302,-1
8303,-14
8305,-16
8306,-8
8307,-17
8308,-9
8313,-10
8316,-13
8319,-23
8322,-1
8323,6
8325,-10
8326,-9
8327,-25
8328,12
8331,11
8333,11
8336,1
8338,-8
8340,-4
8342,-36
8343,-19
8353,-23
8354,-15
8357,-15
8358,-39
8359,-18
8373,-23
8376,-26
8379,-3
8380,6
8381,-15
8384,-24
8395,20
8398,26
8403,-23
8407,26
8413,23
8417,25
8420,23
8421,0
8424,18
8426,20
8427,21
8438,27
8439,-28
8442,-22
8449,-14
8456,-20
8460,-19
8462,4
8465,-16
8466,-26
8467,-28
8469,-22
8470,-3
8474,-12
8479,-25
8481,-26
8482,-10
8485,-21
8488,-16
8492,10
8493,-22
8495,0
8499,-20
8501,-17
8519,-24
8521,1
8525,-17
8527,0
8529,-14
8532,0
8534,-25
8535,-12
8537,-11
8544,-17
8548,9
8549,-14
8552,-6
8554,0
